id,category,subcategory,food_name,local_name,aliases,serving_size,serving_unit,weight_g,calories_kcal,protein_g,carbohydrates_g,fat_g,dietary_fiber_g,total_sugars_g,saturated_fat_g,sodium_mg,cholesterol_mg,food_type,source,ingredients
97,Bakery,"Breads, Rolls & Flatbreads",Warm Cinnamon Roll Mcdonalds,,"warm cinnamon roll mcdonalds, dalchini, warm cinnamon roll mcdonald, warm cinnamon roll mcdonaldses, warm-cinnamon-roll-mcdonalds",100,g,100,113,2,15,5.1,0.5,7,1.3,100,16,Meals / Prepared Food,curated,"Cinnamon, Refined Flour (Maida), Yeast, Salt, Water"
98,Bakery,"Breads, Rolls & Flatbreads",Wheat Bran Bread,,"wheat bran bread, gehun, wheat bran breads, wheat-bran-bread",100,g,100,89,3.2,17.2,1.2,1.4,3.5,0.3,200,0,Meals / Prepared Food,curated,"Bread, Wheat Bran, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
99,Bakery,"Breads, Rolls & Flatbreads",Wheat Bread,,"wheat bread, gehun, wheat breads, wheat-bread",100,g,100,79,3.1,13.8,1.3,1.2,1.7,0.2,100,0,Meals / Prepared Food,curated,"Bread, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
100,Bakery,"Breads, Rolls & Flatbreads",Wheat Bread Toasted,,"wheat bread toasted, gehun, wheat-bread-toasted",100,g,100,75,3.1,13.4,1,1.1,1.5,0.2,100,0,Meals / Prepared Food,curated,"Bread, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
101,Bakery,"Breads, Rolls & Flatbreads",Wheat Germ Bread,,"wheat germ bread, gehun, wheat germ breads, wheat-germ-bread",100,g,100,73,2.7,13.5,0.8,0.6,1,0.2,200,0,Meals / Prepared Food,curated,"Bread, Wheat Germ, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
102,Bakery,"Breads, Rolls & Flatbreads",Wheat Germ Bread Toasted,,"wheat germ bread toasted, gehun, wheat-germ-bread-toasted",100,g,100,73,2.7,13.6,0.8,0.6,1,0.2,200,0,Meals / Prepared Food,curated,"Bread, Wheat Germ, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
103,Bakery,"Breads, Rolls & Flatbreads",White Bread,,"white bread, white breads, white-bread",100,g,100,77,2.6,14.3,1,0.8,1.6,0.2,100,0,Meals / Prepared Food,curated,"Bread, Refined Flour (Maida), Yeast, Salt, Water"
104,Bakery,"Breads, Rolls & Flatbreads",White Bread Toasted,,"white bread toasted, white-bread-toasted",100,g,100,83,2.5,15.4,1.1,0.7,1.3,0.2,200,0,Meals / Prepared Food,curated,"Bread, Refined Flour (Maida), Yeast, Salt, Water"
105,Bakery,"Breads, Rolls & Flatbreads",White Fibre Wonder Bread,,"white fibre wonder bread, white fibre wonder breads, white-fibre-wonder-bread",100,g,100,95,3.5,18,1,1.5,2,0.2,0,0,Meals / Prepared Food,curated,"Bread, Refined Flour (Maida), Yeast, Salt, Water"
106,Bakery,"Breads, Rolls & Flatbreads",Whole Wheat Bread,,"whole wheat bread, gehun, whole wheat breads, whole-wheat-bread",100,g,100,128,3.9,23.6,2.5,2.8,1.8,0.4,200,0,Meals / Prepared Food,curated,"Bread, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
107,Bakery,"Breads, Rolls & Flatbreads",Whole Wheat Bread Natures Own,,"whole wheat bread natures own, gehun, whole wheat bread natures owns, whole-wheat-bread-natures-own",100,g,100,50,0,0,1,0,0,11,0,0,Meals / Prepared Food,curated,"Bread, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
108,Bakery,"Breads, Rolls & Flatbreads",Whole Wheat Bread Toasted,,"whole wheat bread toasted, gehun, whole-wheat-bread-toasted",100,g,100,128,3.9,23.7,2.5,2.8,1.8,0.4,200,0,Meals / Prepared Food,curated,"Bread, Wheat, Refined Flour (Maida), Yeast, Salt, Water"
109,Bakery,"Breads, Rolls & Flatbreads",Wonton Wrappers,,"wonton wrappers, wonton wrapper, wonton wrapperses, wonton-wrappers",100,g,100,93,3.1,18.5,0.5,0.6,0,0,200,3,Meals / Prepared Food,curated,"Refined Flour (Maida), Yeast, Salt, Water"
110,Bakery,Cakes & Pastries,Angel Food Cake,,"angel food cake, angel food cakes, angel-food-cake",100,g,100,72,1.7,16.2,0.2,0.4,0,0.1,200,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
111,Bakery,Cakes & Pastries,Apple Croissant,,"apple croissant, apple croissants, apple-croissant, seb",100,g,100,145,4.2,21.1,5,1.4,0,2.8,200,18,Meals / Prepared Food,curated,"Apple, Refined Flour (Maida), Sugar, Butter, Egg"
112,Bakery,Cakes & Pastries,Apple Pie,,"apple pie, apple pies, apple-pie, seb",100,g,100,331,3,46.4,15.6,0,0,3.8,300,0,Meals / Prepared Food,curated,"Apple, Refined Flour (Maida), Sugar, Butter, Egg"
113,Bakery,Cakes & Pastries,Baked Apple Pie Mcdonalds,,"baked apple pie mcdonalds, baked apple pie mcdonald, baked apple pie mcdonaldses, baked-apple-pie-mcdonalds, seb",100,g,100,91,0.9,12.3,4.4,0.6,4.9,1.1,76,0,Meals / Prepared Food,curated,"Apple, Refined Flour (Maida), Sugar, Butter, Egg"
114,Bakery,Cakes & Pastries,Blueberry Pie,,"blueberry pie, blueberry pies, blueberry-pie",100,g,100,360,4,49.2,17.5,0,0,4.3,300,0,Meals / Prepared Food,curated,"Blueberries, Refined Flour (Maida), Sugar, Butter, Egg"
115,Bakery,Cakes & Pastries,Brown Rice Cake,,"brown rice cake, brown rice cakes, brown-rice-cake, chawal",100,g,100,35,0.7,7.3,0.3,0.4,0,0.1,24,0,Meals / Prepared Food,curated,"Rice, Brown Rice, Refined Flour (Maida), Sugar, Butter, Egg"
116,Bakery,Cakes & Pastries,Brownie,,"brownie, brownies",100,g,100,243,2.9,38.3,9.8,1.3,22,2.5,200,10,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
117,Bakery,Cakes & Pastries,Butter Croissant,,"butter croissant, butter croissants, butter-croissant, makhan",100,g,100,231,4.7,26.1,12,1.5,6.4,6.6,200,38,Meals / Prepared Food,curated,"Butter, Refined Flour (Maida), Sugar, Egg"
118,Bakery,Cakes & Pastries,Cheese Croissant,,"cheese croissant, cheese croissants, cheese-croissant",100,g,100,331,7.4,37.6,16.7,2.1,9.1,8.5,300,46,Meals / Prepared Food,curated,"Cheese, Refined Flour (Maida), Sugar, Butter, Egg"
119,Bakery,Cakes & Pastries,Cheesecake,,"cheesecake, cheesecakes",100,g,100,257,4.4,20.4,18,0.3,17.4,7.9,400,44,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
120,Bakery,Cakes & Pastries,Cherry Pie,,"cherry pie, cherry pies, cherry-pie",100,g,100,486,5,69.3,22,0,0,5.4,300,0,Meals / Prepared Food,curated,"Cherries, Refined Flour (Maida), Sugar, Butter, Egg"
121,Bakery,Cakes & Pastries,Chicken Pot Pie,,"chicken pot pie, chicken pot pies, chicken-pot-pie, murgi",100,g,100,598,14.6,57.3,34.6,3,7.2,12.6,1200,51,Meals / Prepared Food,curated,"Chicken, Refined Flour (Maida), Sugar, Butter, Egg"
122,Bakery,Cakes & Pastries,Cinnamon Toaster Pastry,,"cinnamon toaster pastry, cinnamon toaster pastries, cinnamon-toaster-pastry, dalchini",100,g,100,206,2.6,34.1,7.1,0.5,0,1.8,200,0,Meals / Prepared Food,curated,"Cinnamon, Refined Flour (Maida), Sugar, Butter, Egg"
123,Bakery,Cakes & Pastries,Corn Cake,,"corn cake, bhutta, corn cakes, corn-cake, makka",100,g,100,35,0.7,7.5,0.2,0.2,2.1,0,10,0,Meals / Prepared Food,curated,"Corn, Refined Flour (Maida), Sugar, Butter, Egg"
124,Bakery,Cakes & Pastries,Crab Cake,,"crab cake, crab cakes, crab-cake",100,g,100,160,11.3,5.1,10.4,0.2,0,2.2,500,82,Meals / Prepared Food,curated,"Crab, Refined Flour (Maida), Sugar, Butter, Egg"
125,Bakery,Cakes & Pastries,Croissant with Egg Cheese,,"croissant with egg cheese, anda, croissant with egg cheeses, croissant-with-egg-cheese",100,g,100,368,12.8,24.3,24.7,0,0,14.1,600,216,Meals / Prepared Food,curated,"Egg, Cheese, Refined Flour (Maida), Sugar, Butter"
126,Bakery,Cakes & Pastries,Danish Pastry with Cheese,,"danish pastry with cheese, danish pastry with cheeses, danish-pastry-with-cheese",100,g,100,353,5.8,28.7,24.6,0,0,5.1,300,20,Meals / Prepared Food,curated,"Cheese, Refined Flour (Maida), Sugar, Butter, Egg"
127,Bakery,Cakes & Pastries,Danish Pastry with Cinnamon,,"danish pastry with cinnamon, dalchini, danish pastry with cinnamons, danish-pastry-with-cinnamon",100,g,100,349,4.8,46.9,16.7,0,0,3.5,300,27,Meals / Prepared Food,curated,"Cinnamon, Refined Flour (Maida), Sugar, Butter, Egg"
128,Bakery,Cakes & Pastries,Danish Pastry with Fruit,,"danish pastry with fruit, danish pastry with fruits, danish-pastry-with-fruit",100,g,100,335,4.8,45.1,15.9,0,0,3.3,300,19,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
129,Bakery,Cakes & Pastries,Danish Pastry with Nuts,,"danish pastry with nuts, danish pastry with nut, danish pastry with nutses, danish-pastry-with-nuts",100,g,100,280,4.6,29.7,16.4,1.3,16.8,3.8,200,30,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
130,Bakery,Cakes & Pastries,Donut,,"donut, donuts",100,g,100,192,2.3,22.9,10.3,0.7,0,2.7,200,14,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
131,Bakery,Cakes & Pastries,Donut with Cream Filling,,"donut with cream filling, donut with cream fillings, donut-with-cream-filling, malai",100,g,100,307,5.4,25.5,20.8,0.7,12.4,4.6,300,20,Meals / Prepared Food,curated,"Cream, Refined Flour (Maida), Sugar, Butter, Egg"
132,Bakery,Cakes & Pastries,Donut with Jelly Filling,,"donut with jelly filling, donut with jelly fillings, donut-with-jelly-filling",100,g,100,289,5,33.2,15.9,0.8,17.9,4.1,400,22,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
133,Bakery,Cakes & Pastries,Dutch Apple Pie,,"dutch apple pie, dutch apple pies, dutch-apple-pie, seb",100,g,100,397,3,61,15.8,2.2,30.2,3.2,300,0,Meals / Prepared Food,curated,"Apple, Refined Flour (Maida), Sugar, Butter, Egg"
134,Bakery,Cakes & Pastries,Eclair,,"eclair, eclairs",100,g,100,234,4.4,11.2,19.2,0.4,2,11.5,100,122,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
135,Bakery,Cakes & Pastries,Focaccia,,"focaccia, focaccias",100,g,100,142,5,20.4,4.5,1,1,0.5,300,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
136,Bakery,Cakes & Pastries,French Cruller Donut,,"french cruller donut, french cruller donuts, french-cruller-donut",100,g,100,169,1.3,24.4,7.5,0.5,14.4,1.9,100,4,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
137,Bakery,Cakes & Pastries,Fruit Fried Pie,,"fruit fried pie, fruit fried pies, fruit-fried-pie",100,g,100,404,3.8,54.5,20.6,3.3,27.4,3.1,400,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
138,Bakery,Cakes & Pastries,Fruit Toaster Pastry,,"fruit toaster pastry, fruit toaster pastries, fruit-toaster-pastry",100,g,100,209,2.4,37.1,5.6,0.5,14.8,1.3,200,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
139,Bakery,Cakes & Pastries,Fruitcake,,"fruitcake, fruitcakes",100,g,100,139,1.2,26.5,3.9,1.6,11.8,0.5,13,2,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
140,Bakery,Cakes & Pastries,Gingerbread,,"gingerbread, adrak, gingerbreads",100,g,100,263,2.9,36.4,12.1,0,0,3.1,200,24,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
141,Bakery,Cakes & Pastries,Glazed Donut,,"glazed donut, glazed donuts, glazed-donut",100,g,100,55,0.8,6.2,3,0.3,3,1.2,82,4,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
142,Bakery,Cakes & Pastries,Ladyfingers,,"ladyfingers, ladyfinger, ladyfingerses",100,g,100,103,3,16.9,2.6,0.3,7.2,0.9,16,62,Meals / Prepared Food,curated,"Okra (Bhindi), Refined Flour (Maida), Sugar, Butter, Egg"
143,Bakery,Cakes & Pastries,Lemon Meringue Pie,,"lemon meringue pie, lemon meringue pies, lemon-meringue-pie, nimbu",100,g,128.4,293.2,4.3,42.4,12.3,0.2,10.6,4.3,193,71,Meals / Prepared Food,curated,"Lemons, Refined Flour (Maida), Sugar, Butter, Egg"
144,Bakery,Cakes & Pastries,Mince Pie,,"mince pie, mince pies, mince-pie",100,g,100,477,4.3,79.2,17.8,4.3,46.7,4.4,400,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
145,Bakery,Cakes & Pastries,Peach Pie,,"peach pie, peach pies, peach-pie",100,g,100,262,2.2,38.5,11.7,0.9,19,1.8,300,0,Meals / Prepared Food,curated,"Peach, Refined Flour (Maida), Sugar, Butter, Egg"
146,Bakery,Cakes & Pastries,Pecan Pie,,"pecan pie, pecan pies, pecan-pie",100,g,100,503,6,63.7,27.1,0,0,4.9,300,106,Meals / Prepared Food,curated,"Pecans, Refined Flour (Maida), Sugar, Butter, Egg"
147,Bakery,Cakes & Pastries,Pie Crust,,"pie crust, pie crusts, pie-crust",100,g,100,121,1.5,10.9,8,0.4,0,2,100,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
148,Bakery,Cakes & Pastries,Pineapple Cake,,"pineapple cake, ananas, pineapple cakes, pineapple-cake",100,g,306.5,281.3,4.5,40.8,11.6,0.8,8.1,4.4,219,59,Meals / Prepared Food,curated,"Pineapple, Refined Flour (Maida), Sugar, Butter, Egg"
149,Bakery,Cakes & Pastries,Popcorn Cake,,"popcorn cake, popcorn cakes, popcorn-cake",100,g,100,38,1,8,0.3,0.3,0,0.1,50,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
150,Bakery,Cakes & Pastries,Pound Cake,,"pound cake, pound cakes, pound-cake",100,g,100,116,1.7,14.6,6,0.2,0,3.5,100,66,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
151,Bakery,Cakes & Pastries,Pound Cake Bread,,"pound cake bread, pound cake breads, pound-cake-bread",100,g,100,215,3.9,28.2,9.6,0.9,10,1.7,200,0,Meals / Prepared Food,curated,"Bread, Refined Flour (Maida), Sugar, Butter, Egg"
152,Bakery,Cakes & Pastries,Pumpkin Pie,,"pumpkin pie, kaddu, kohla, pumpkin pies, pumpkin-pie",100,g,100,316,7,40.9,14.4,0,0,4.9,300,65,Meals / Prepared Food,curated,"Pumpkin, Refined Flour (Maida), Sugar, Butter, Egg"
153,Bakery,Cakes & Pastries,Rice Cracker Cake,,"rice cracker cake, chawal, rice cracker cakes, rice-cracker-cake",100,g,100,111,2,23,1.2,1.2,0.2,0.2,97,0,Meals / Prepared Food,curated,"Rice, Refined Flour (Maida), Sugar, Butter, Egg"
154,Bakery,Cakes & Pastries,Shortcake,,"shortcake, shortcakes",100,g,100,98,1.7,13.7,4,0,0,1.1,100,1,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
155,Bakery,Cakes & Pastries,Sponge Cake,,"sponge cake, sponge cakes, sponge-cake",100,g,100,220.4,6.9,40.5,3.7,0.3,13.2,1.1,82,145,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
156,Bakery,Cakes & Pastries,Sponge Snack Cake,,"sponge snack cake, sponge snack cakes, sponge-snack-cake",100,g,100,157,1.5,26.9,4.8,0.4,15.7,1.7,200,17,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
157,Bakery,Cakes & Pastries,Turkey Pot Pie,,"turkey pot pie, turkey pot pies, turkey-pot-pie",100,g,100,699,25.8,70.3,34.9,4.4,0,11.4,1400,64,Meals / Prepared Food,curated,"Turkey, Refined Flour (Maida), Sugar, Butter, Egg"
158,Bakery,Cakes & Pastries,Vanilla Cream Pie,,"vanilla cream pie, malai, vanilla cream pies, vanilla-cream-pie",100,g,100,350,6,41.1,18.1,0.8,16,5.1,300,78,Meals / Prepared Food,curated,"Cream, Refined Flour (Maida), Sugar, Butter, Egg"
159,Bakery,Cakes & Pastries,Vanilla Wafer Pie Crust,,"vanilla wafer pie crust, vanilla wafer pie crusts, vanilla-wafer-pie-crust",100,g,100,935,6.5,88.4,63.7,0.2,12.9,13.1,900,69,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
160,Bakery,Cakes & Pastries,White Cake,,"white cake, white cakes, white-cake",100,g,100,264,4,42.3,9.2,0.6,26.3,2.4,200,2,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
161,Bakery,Cakes & Pastries,White Cake with Coconut Frosting,,"white cake with coconut frosting, nariyal, white cake with coconut frostings, white-cake-with-coconut-frosting",100,g,100,399,4.9,70.8,11.5,1.1,64.3,4.4,300,1,Meals / Prepared Food,curated,"Coconut, Refined Flour (Maida), Sugar, Butter, Egg"
162,Bakery,Cakes & Pastries,Yellow Cake,,"yellow cake, yellow cakes, yellow-cake",100,g,100,245,3.6,36,9.9,0.5,0,2.7,200,37,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
163,Bakery,Cakes & Pastries,Yellow Cake with Vanilla Frosting,,"yellow cake with vanilla frosting, yellow cake with vanilla frostings, yellow-cake-with-vanilla-frosting",100,g,100,239,2.2,37.6,9.3,0.2,0,1.5,200,35,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
164,Bakery,Cakes & Pastries,Zwieback,,"zwieback, zwiebacks",100,g,100,30,0.7,5.2,0.7,0.2,0.9,0.2,50,1,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
165,Bakery,Cookies & Biscuits,Biscotti Abbracci Mulino Bianco,,"biscotti abbracci mulino bianco, biscotti abbracci mulino biancos, biscotti-abbracci-mulino-bianco",100,g,100,54,0.4,0.8,2.6,0,0.1,1.6,0,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
166,Bakery,Cookies & Biscuits,Biscuit,,"biscuit, biscuits",100,g,100,357,7.1,45,16.5,1.5,2.2,4.4,600,3,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
167,Bakery,Cookies & Biscuits,Biscuit Kentucky Fried Chicken,,"biscuit kentucky fried chicken, biscuit kentucky fried chickens, biscuit-kentucky-fried-chicken, murgi",100,g,100,185,3.8,22.1,9.1,0.8,1.7,2.2,500,0,Meals / Prepared Food,curated,"Chicken, Refined Flour (Maida), Sugar, Butter, Egg"
168,Bakery,Cookies & Biscuits,Biscuit Large Mcdonalds,,"biscuit large mcdonalds, biscuit large mcdonald, biscuit large mcdonaldses, biscuit-large-mcdonalds",100,g,100,310,5.5,39.4,14.4,1.8,2.7,8.3,900,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
169,Bakery,Cookies & Biscuits,Biscuit Mcdonalds,,"biscuit mcdonalds, biscuit mcdonald, biscuit mcdonaldses, biscuit-mcdonalds",100,g,100,261,4.7,33.3,12.2,1.5,2.2,7,700,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
170,Bakery,Cookies & Biscuits,Biscuit with Egg,,"biscuit with egg, anda, biscuit with eggs, biscuit-with-egg",100,g,100,436,17.4,35.4,25.3,0.3,2.5,8.5,1200,241,Meals / Prepared Food,curated,"Egg, Refined Flour (Maida), Sugar, Butter"
171,Bakery,Cookies & Biscuits,Biscuit with Egg Bacon,,"biscuit with egg bacon, anda, biscuit with egg bacons, biscuit-with-egg-bacon",100,g,100,458,17,28.6,31.1,0.8,3.3,8,1300,352,Meals / Prepared Food,curated,"Pork, Egg, Bacon, Refined Flour (Maida), Sugar, Butter"
172,Bakery,Cookies & Biscuits,Biscuit with Egg Cheese Bacon,,"biscuit with egg cheese bacon, anda, biscuit with egg cheese bacons, biscuit-with-egg-cheese-bacon",100,g,100,436,17.4,35.4,25.3,0.3,2.5,8.5,1200,241,Meals / Prepared Food,curated,"Pork, Egg, Cheese, Bacon, Refined Flour (Maida), Sugar, Butter"
173,Bakery,Cookies & Biscuits,Biscuit with Egg Ham,,"biscuit with egg ham, anda, biscuit with egg hams, biscuit-with-egg-ham",100,g,100,442,20.4,31.4,27,0.8,4.2,5.9,1400,300,Meals / Prepared Food,curated,"Pork, Egg, Ham, Refined Flour (Maida), Sugar, Butter"
174,Bakery,Cookies & Biscuits,Biscuit with Egg Sausage,,"biscuit with egg sausage, anda, biscuit with egg sausages, biscuit-with-egg-sausage",100,g,100,505,18,34.1,33.6,0.3,1.5,10.4,1100,261,Meals / Prepared Food,curated,"Pork, Egg, Refined Flour (Maida), Sugar, Butter"
175,Bakery,Cookies & Biscuits,Biscuit with Egg Steak,,"biscuit with egg steak, anda, biscuit with egg steaks, biscuit-with-egg-steak",100,g,100,410,17.9,21.3,28.4,0,0,8.6,900,272,Meals / Prepared Food,curated,"Egg, Refined Flour (Maida), Sugar, Butter"
176,Bakery,Cookies & Biscuits,Biscuit with Ham,,"biscuit with ham, biscuit with hams, biscuit-with-ham",100,g,100,386,13.4,43.8,18.4,0.8,2.2,11.4,1100,25,Meals / Prepared Food,curated,"Pork, Ham, Refined Flour (Maida), Sugar, Butter, Egg"
177,Bakery,Cookies & Biscuits,Biscuit with Sausage,,"biscuit with sausage, biscuit with sausages, biscuit-with-sausage",100,g,100,412,10.7,33.3,27.1,0.4,1.8,8.2,900,31,Meals / Prepared Food,curated,"Pork, Refined Flour (Maida), Sugar, Butter, Egg"
178,Bakery,Cookies & Biscuits,Dar Vida Swiss Original,,"dar vida swiss original, dar vida swiss originals, dar-vida-swiss-original",100,g,100,116,0,0.5,3.1,0,0,0.3,0,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
179,Bakery,Cookies & Biscuits,Gingersnap Cookies,,"gingersnap cookies, adrak, gingersnap cookieses, gingersnap cooky, gingersnap-cookies",100,g,100,29,0.4,5.4,0.7,0.2,1.4,0.2,12,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
180,Bakery,Cookies & Biscuits,Keikitos,,"keikitos, keikito, keikitoses",100,g,100,196,2.9,22.3,10.6,0.5,10.8,0,200,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
181,Bakery,Cookies & Biscuits,Oatmeal Cookies,,"oatmeal cookies, jai, oatmeal cookieses, oatmeal cooky, oatmeal-cookies",100,g,100,113,1.6,17.2,4.5,0.7,6.2,1.1,100,0,Meals / Prepared Food,curated,"Refined Flour (Maida), Sugar, Butter, Egg"
182,Bakery,Cookies & Biscuits,Oatmeal Cookies with Raisins,,"oatmeal cookies with raisins, jai, kishmish, oatmeal cookies with raisin, oatmeal cookies with raisinses, oatmeal-cookies-with-raisins",100,g,100,65,1,10.3,2.4,0,0,0.5,22,5,Meals / Prepared Food,curated,"Raisins, Refined Flour (Maida), Sugar, Butter, Egg"
183,Bakery,Cookies & Biscuits,Peanut Butter Cookie Protein Syntha 6,,"peanut butter cookie protein syntha 6, moongphali, mungfali, peanut butter cookie protein syntha 6s, peanut-butter-cookie-protein-syntha-6",100,g,100,200,0,5,6,0,0,15,0,0,Meals / Prepared Food,curated,"Butter, Peanut Butter, Peanuts, Refined Flour (Maida), Sugar, Egg"
184,Bakery,Cookies & Biscuits,Peanut Butter Cookies,,"peanut butter cookies, moongphali, mungfali, peanut butter cookieses, peanut butter cooky, peanut-butter-cookies",100,g,100,95,1.8,11.8,4.8,0,0,0.9,100,6,Meals / Prepared Food,curated,"Butter, Peanut Butter, Peanuts, Refined Flour (Maida), Sugar, Egg"
185,Bakery,Cookies & Biscuits,Peanut Butter Sandwich Cookies,,"peanut butter sandwich cookies, makhan, moongphali, mungfali, peanut butter sandwich cookieses, peanut butter sandwich cooky, peanut-butter-sandwich-cookies",100,g,100,67,1.2,9.2,3,0.3,5,0.7,98,0,Meals / Prepared Food,curated,"Butter, Peanut Butter, Peanuts, Refined Flour (Maida), Sugar, Egg"
186,Bakery,Cookies & Biscuits,Pecan Shortbread Cookies,,"pecan shortbread cookies, pecan shortbread cookieses, pecan shortbread cooky, pecan-shortbread-cookies",100,g,100,76,0.7,8.2,4.6,0.3,0,1.1,2,5,Meals / Prepared Food,curated,"Pecans, Refined Flour (Maida), Sugar, Butter, Egg"
187,Bakery,Cookies & Biscuits,Raisin Cookies,,"raisin cookies, kishmish, raisin cookieses, raisin cooky, raisin-cookies",100,g,100,60,0.6,10.2,2,0.2,7.1,0.5,77,0,Meals / Prepared Food,curated,"Raisins, Refined Flour (Maida), Sugar, Butter, Egg"
